"occupation_id","task_id","exposure_score","augmentation_score","automation_score","confidence","notes"
"occ_15_1241_00","task_occ_15_1241_00_jd_neta2_01","0.74","0.80","0.24","0.74","reviewed_network_architect_task_scoring_batch2"
"occ_15_1241_00","task_occ_15_1241_00_jd_neta2_02","0.72","0.78","0.22","0.74","reviewed_network_architect_task_scoring_batch2"
"occ_15_1241_00","task_occ_15_1241_00_jd_neta2_03","0.72","0.78","0.24","0.74","reviewed_network_architect_task_scoring_batch2"
"occ_15_1241_00","task_occ_15_1241_00_jd_neta2_04","0.50","0.74","0.10","0.74","reviewed_network_architect_task_scoring_batch2"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed2_01","0.70","0.64","0.20","0.74","reviewed_editor_task_scoring_batch2"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed2_02","0.72","0.62","0.20","0.74","reviewed_editor_task_scoring_batch2"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed2_03","0.54","0.62","0.08","0.74","reviewed_editor_task_scoring_batch2"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed2_04","0.76","0.66","0.28","0.74","reviewed_editor_task_scoring_batch2"
"occ_43_1011_00","task_occ_43_1011_00_jd_oas2_01","0.68","0.72","0.20","0.74","reviewed_office_supervisor_task_scoring_batch2"
"occ_43_1011_00","task_occ_43_1011_00_jd_oas2_02","0.78","0.70","0.34","0.74","reviewed_office_supervisor_task_scoring_batch2"
"occ_43_1011_00","task_occ_43_1011_00_jd_oas2_03","0.74","0.70","0.28","0.74","reviewed_office_supervisor_task_scoring_batch2"
"occ_43_1011_00","task_occ_43_1011_00_jd_oas2_04","0.62","0.70","0.14","0.74","reviewed_office_supervisor_task_scoring_batch2"
"occ_13_1081_00","task_occ_13_1081_00_jd_log2_01","0.76","0.70","0.30","0.74","reviewed_logistician_task_scoring_batch2"
"occ_13_1081_00","task_occ_13_1081_00_jd_log2_02","0.78","0.68","0.30","0.74","reviewed_logistician_task_scoring_batch2"
"occ_13_1081_00","task_occ_13_1081_00_jd_log2_03","0.76","0.68","0.28","0.74","reviewed_logistician_task_scoring_batch2"
"occ_13_1081_00","task_occ_13_1081_00_jd_log2_04","0.56","0.66","0.12","0.74","reviewed_logistician_task_scoring_batch2"
"occ_17_2141_00","task_occ_17_2141_00_jd_me2_01","0.72","0.72","0.22","0.74","reviewed_mechanical_engineer_task_scoring_batch2"
"occ_17_2141_00","task_occ_17_2141_00_jd_me2_02","0.76","0.70","0.28","0.74","reviewed_mechanical_engineer_task_scoring_batch2"
"occ_17_2141_00","task_occ_17_2141_00_jd_me2_03","0.58","0.68","0.10","0.74","reviewed_mechanical_engineer_task_scoring_batch2"
"occ_17_2141_00","task_occ_17_2141_00_jd_me2_04","0.70","0.70","0.20","0.74","reviewed_mechanical_engineer_task_scoring_batch2"
"occ_23_1011_00","task_occ_23_1011_00_jd_law2_01","0.64","0.78","0.14","0.74","reviewed_lawyer_task_scoring_batch2"
"occ_23_1011_00","task_occ_23_1011_00_jd_law2_02","0.74","0.78","0.28","0.74","reviewed_lawyer_task_scoring_batch2"
"occ_23_1011_00","task_occ_23_1011_00_jd_law2_03","0.46","0.76","0.08","0.74","reviewed_lawyer_task_scoring_batch2"
"occ_23_1011_00","task_occ_23_1011_00_jd_law2_04","0.42","0.78","0.06","0.74","reviewed_lawyer_task_scoring_batch2"
"occ_43_9041_00","task_occ_43_9041_00_jd_cpc2_01","0.78","0.72","0.48","0.74","reviewed_claims_processing_task_scoring_batch2"
"occ_43_9041_00","task_occ_43_9041_00_jd_cpc2_02","0.64","0.68","0.22","0.74","reviewed_claims_processing_task_scoring_batch2"
"occ_43_9041_00","task_occ_43_9041_00_jd_cpc2_03","0.72","0.68","0.32","0.74","reviewed_claims_processing_task_scoring_batch2"
"occ_43_9041_00","task_occ_43_9041_00_jd_cpc2_04","0.68","0.70","0.28","0.74","reviewed_claims_processing_task_scoring_batch2"
"occ_13_2072_00","task_occ_13_2072_00_jd_lo2_01","0.68","0.74","0.20","0.74","reviewed_loan_officer_task_scoring_batch2"
"occ_13_2072_00","task_occ_13_2072_00_jd_lo2_02","0.78","0.72","0.34","0.74","reviewed_loan_officer_task_scoring_batch2"
"occ_13_2072_00","task_occ_13_2072_00_jd_lo2_03","0.76","0.72","0.32","0.74","reviewed_loan_officer_task_scoring_batch2"
"occ_13_2072_00","task_occ_13_2072_00_jd_lo2_04","0.50","0.70","0.10","0.74","reviewed_loan_officer_task_scoring_batch2"
"occ_15_1211_00","task_occ_15_1211_00_jd_sa_01","0.64","0.78","0.14","0.76","reviewed_systems_analyst_task_scoring_batch1"
"occ_15_1211_00","task_occ_15_1211_00_jd_sa_02","0.78","0.74","0.34","0.76","reviewed_systems_analyst_task_scoring_batch1"
"occ_15_1211_00","task_occ_15_1211_00_jd_sa_03","0.72","0.76","0.24","0.74","reviewed_systems_analyst_task_scoring_batch1"
"occ_15_1211_00","task_occ_15_1211_00_jd_sa_04","0.54","0.80","0.08","0.76","reviewed_systems_analyst_task_scoring_batch1"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk_01","0.78","0.78","0.28","0.76","reviewed_marketing_specialist_task_scoring_batch1"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk_02","0.82","0.74","0.44","0.76","reviewed_marketing_specialist_task_scoring_batch1"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk_03","0.68","0.74","0.18","0.74","reviewed_marketing_specialist_task_scoring_batch1"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk_04","0.64","0.80","0.12","0.76","reviewed_marketing_specialist_task_scoring_batch1"
"occ_13_2051_00","task_occ_13_2051_00_jd_fa_01","0.74","0.78","0.26","0.76","reviewed_financial_analyst_task_scoring_batch1"
"occ_13_2051_00","task_occ_13_2051_00_jd_fa_02","0.62","0.80","0.10","0.76","reviewed_financial_analyst_task_scoring_batch1"
"occ_13_2051_00","task_occ_13_2051_00_jd_fa_03","0.60","0.76","0.14","0.74","reviewed_financial_analyst_task_scoring_batch1"
"occ_13_2051_00","task_occ_13_2051_00_jd_fa_04","0.80","0.74","0.40","0.74","reviewed_financial_analyst_task_scoring_batch1"
"occ_15_2031_00","task_occ_15_2031_00_jd_or_01","0.78","0.80","0.32","0.76","reviewed_operations_research_task_scoring_batch1"
"occ_15_2031_00","task_occ_15_2031_00_jd_or_02","0.74","0.76","0.24","0.76","reviewed_operations_research_task_scoring_batch1"
"occ_15_2031_00","task_occ_15_2031_00_jd_or_03","0.60","0.80","0.10","0.76","reviewed_operations_research_task_scoring_batch1"
"occ_15_2031_00","task_occ_15_2031_00_jd_or_04","0.82","0.74","0.40","0.74","reviewed_operations_research_task_scoring_batch1"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","0.46","0.78","0.06","0.76","reviewed_operations_manager_task_scoring_batch1"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_02","0.54","0.74","0.12","0.74","reviewed_operations_manager_task_scoring_batch1"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","0.72","0.70","0.32","0.74","reviewed_operations_manager_task_scoring_batch1"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","0.58","0.76","0.10","0.74","reviewed_operations_manager_task_scoring_batch1"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","0.52","0.78","0.08","0.76","reviewed_compliance_officer_task_scoring_batch1"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_02","0.64","0.72","0.20","0.74","reviewed_compliance_officer_task_scoring_batch1"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_03","0.42","0.80","0.06","0.76","reviewed_compliance_officer_task_scoring_batch1"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_04","0.50","0.74","0.10","0.74","reviewed_compliance_officer_task_scoring_batch1"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_01","0.44","0.82","0.06","0.76","reviewed_hr_specialist_task_scoring_batch1"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_02","0.78","0.72","0.42","0.74","reviewed_hr_specialist_task_scoring_batch1"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_03","0.56","0.78","0.12","0.74","reviewed_hr_specialist_task_scoring_batch1"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_04","0.54","0.76","0.10","0.74","reviewed_hr_specialist_task_scoring_batch1"
"occ_13_1081_00","task_occ_13_1081_00_jd_log_01","0.74","0.72","0.26","0.74","reviewed_logistician_task_scoring_batch1"
"occ_13_1081_00","task_occ_13_1081_00_jd_log_02","0.68","0.72","0.20","0.74","reviewed_logistician_task_scoring_batch1"
"occ_13_1081_00","task_occ_13_1081_00_jd_log_03","0.66","0.76","0.18","0.76","reviewed_logistician_task_scoring_batch1"
"occ_13_1081_00","task_occ_13_1081_00_jd_log_04","0.58","0.78","0.10","0.74","reviewed_logistician_task_scoring_batch1"
"occ_13_1082_00","task_occ_13_1082_00_jd_pm_01","0.62","0.80","0.14","0.76","reviewed_project_manager_task_scoring_batch1"
"occ_13_1082_00","task_occ_13_1082_00_jd_pm_02","0.56","0.78","0.10","0.74","reviewed_project_manager_task_scoring_batch1"
"occ_13_1082_00","task_occ_13_1082_00_jd_pm_03","0.74","0.74","0.30","0.74","reviewed_project_manager_task_scoring_batch1"
"occ_13_1082_00","task_occ_13_1082_00_jd_pm_04","0.60","0.80","0.12","0.76","reviewed_project_manager_task_scoring_batch1"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma_01","0.58","0.80","0.12","0.76","reviewed_management_analyst_task_scoring_batch1"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma_02","0.66","0.74","0.20","0.74","reviewed_management_analyst_task_scoring_batch1"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma_03","0.60","0.78","0.14","0.74","reviewed_management_analyst_task_scoring_batch1"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma_04","0.56","0.76","0.12","0.74","reviewed_management_analyst_task_scoring_batch1"
"occ_13_1151_00","task_occ_13_1151_00_jd_td_01","0.72","0.80","0.26","0.76","reviewed_training_specialist_task_scoring_batch1"
"occ_13_1151_00","task_occ_13_1151_00_jd_td_02","0.74","0.76","0.30","0.74","reviewed_training_specialist_task_scoring_batch1"
"occ_13_1151_00","task_occ_13_1151_00_jd_td_03","0.58","0.78","0.12","0.74","reviewed_training_specialist_task_scoring_batch1"
"occ_13_1151_00","task_occ_13_1151_00_jd_td_04","0.64","0.78","0.18","0.76","reviewed_training_specialist_task_scoring_batch1"
"occ_13_2011_00","task_occ_13_2011_00_jd_acc_01","0.76","0.72","0.34","0.74","reviewed_accountant_task_scoring_batch1"
"occ_13_2011_00","task_occ_13_2011_00_jd_acc_02","0.58","0.76","0.10","0.74","reviewed_accountant_task_scoring_batch1"
"occ_13_2011_00","task_occ_13_2011_00_jd_acc_03","0.72","0.72","0.30","0.74","reviewed_accountant_task_scoring_batch1"
"occ_13_2011_00","task_occ_13_2011_00_jd_acc_04","0.52","0.76","0.08","0.76","reviewed_accountant_task_scoring_batch1"
"occ_15_1252_00","task_occ_15_1252_00_jd_sd_01","0.74","0.76","0.28","0.76","reviewed_software_developer_task_scoring_batch1"
"occ_15_1252_00","task_occ_15_1252_00_jd_sd_02","0.70","0.74","0.22","0.74","reviewed_software_developer_task_scoring_batch1"
"occ_15_1252_00","task_occ_15_1252_00_jd_sd_03","0.56","0.80","0.10","0.74","reviewed_software_developer_task_scoring_batch1"
"occ_15_1252_00","task_occ_15_1252_00_jd_sd_04","0.60","0.76","0.14","0.74","reviewed_software_developer_task_scoring_batch1"
"occ_17_2141_00","task_occ_17_2141_00_jd_me_01","0.68","0.72","0.18","0.74","reviewed_mechanical_engineer_task_scoring_batch1"
"occ_17_2141_00","task_occ_17_2141_00_jd_me_02","0.58","0.74","0.10","0.74","reviewed_mechanical_engineer_task_scoring_batch1"
"occ_17_2141_00","task_occ_17_2141_00_jd_me_03","0.72","0.70","0.24","0.74","reviewed_mechanical_engineer_task_scoring_batch1"
"occ_17_2141_00","task_occ_17_2141_00_jd_me_04","0.54","0.72","0.08","0.74","reviewed_mechanical_engineer_task_scoring_batch1"
"occ_23_1011_00","task_occ_23_1011_00_jd_law_01","0.42","0.80","0.06","0.76","reviewed_lawyer_task_scoring_batch1"
"occ_23_1011_00","task_occ_23_1011_00_jd_law_02","0.62","0.78","0.18","0.74","reviewed_lawyer_task_scoring_batch1"
"occ_23_1011_00","task_occ_23_1011_00_jd_law_03","0.48","0.76","0.08","0.74","reviewed_lawyer_task_scoring_batch1"
"occ_23_1011_00","task_occ_23_1011_00_jd_law_04","0.44","0.78","0.06","0.74","reviewed_lawyer_task_scoring_batch1"
"occ_27_1024_00","task_occ_27_1024_00_jd_gd_01","0.84","0.72","0.50","0.74","reviewed_graphic_designer_task_scoring_batch1"
"occ_27_1024_00","task_occ_27_1024_00_jd_gd_02","0.62","0.76","0.16","0.74","reviewed_graphic_designer_task_scoring_batch1"
"occ_27_1024_00","task_occ_27_1024_00_jd_gd_03","0.78","0.72","0.40","0.74","reviewed_graphic_designer_task_scoring_batch1"
"occ_27_1024_00","task_occ_27_1024_00_jd_gd_04","0.58","0.76","0.10","0.74","reviewed_graphic_designer_task_scoring_batch1"
"occ_27_3031_00","task_occ_27_3031_00_jd_pr_01","0.78","0.78","0.34","0.74","reviewed_public_relations_task_scoring_batch1"
"occ_27_3031_00","task_occ_27_3031_00_jd_pr_02","0.54","0.82","0.08","0.76","reviewed_public_relations_task_scoring_batch1"
"occ_27_3031_00","task_occ_27_3031_00_jd_pr_03","0.62","0.76","0.14","0.74","reviewed_public_relations_task_scoring_batch1"
"occ_27_3031_00","task_occ_27_3031_00_jd_pr_04","0.58","0.78","0.12","0.74","reviewed_public_relations_task_scoring_batch1"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed_01","0.60","0.76","0.14","0.74","reviewed_editor_task_scoring_batch1"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed_02","0.72","0.68","0.28","0.74","reviewed_editor_task_scoring_batch1"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed_03","0.62","0.74","0.14","0.74","reviewed_editor_task_scoring_batch1"
"occ_27_3041_00","task_occ_27_3041_00_jd_ed_04","0.58","0.72","0.12","0.74","reviewed_editor_task_scoring_batch1"
"occ_27_3042_00","task_occ_27_3042_00_jd_tw_01","0.60","0.78","0.12","0.76","reviewed_technical_writer_task_scoring_batch1"
"occ_27_3042_00","task_occ_27_3042_00_jd_tw_02","0.72","0.80","0.26","0.76","reviewed_technical_writer_task_scoring_batch1"
"occ_27_3042_00","task_occ_27_3042_00_jd_tw_03","0.68","0.74","0.20","0.74","reviewed_technical_writer_task_scoring_batch1"
"occ_27_3042_00","task_occ_27_3042_00_jd_tw_04","0.64","0.76","0.18","0.74","reviewed_technical_writer_task_scoring_batch1"
"occ_27_3043_00","task_occ_27_3043_00_jd_wa_01","0.82","0.78","0.42","0.74","reviewed_writer_author_task_scoring_batch1"
"occ_27_3043_00","task_occ_27_3043_00_jd_wa_02","0.62","0.82","0.12","0.76","reviewed_writer_author_task_scoring_batch1"
"occ_27_3043_00","task_occ_27_3043_00_jd_wa_03","0.56","0.78","0.10","0.74","reviewed_writer_author_task_scoring_batch1"
"occ_27_3043_00","task_occ_27_3043_00_jd_wa_04","0.60","0.76","0.14","0.74","reviewed_writer_author_task_scoring_batch1"
"occ_41_3011_00","task_occ_41_3011_00_jd_as_01","0.52","0.80","0.08","0.76","reviewed_ad_sales_task_scoring_batch1"
"occ_41_3011_00","task_occ_41_3011_00_jd_as_02","0.56","0.78","0.10","0.74","reviewed_ad_sales_task_scoring_batch1"
"occ_41_3011_00","task_occ_41_3011_00_jd_as_03","0.60","0.76","0.14","0.74","reviewed_ad_sales_task_scoring_batch1"
"occ_41_3011_00","task_occ_41_3011_00_jd_as_04","0.46","0.82","0.06","0.76","reviewed_ad_sales_task_scoring_batch1"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk_01","0.84","0.70","0.56","0.74","reviewed_bookkeeping_task_scoring_batch1"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk_02","0.78","0.70","0.42","0.74","reviewed_bookkeeping_task_scoring_batch1"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk_03","0.76","0.72","0.34","0.74","reviewed_bookkeeping_task_scoring_batch1"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk_04","0.66","0.72","0.20","0.74","reviewed_bookkeeping_task_scoring_batch1"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs_01","0.68","0.78","0.20","0.74","reviewed_customer_service_task_scoring_batch1"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs_02","0.74","0.74","0.30","0.74","reviewed_customer_service_task_scoring_batch1"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs_03","0.70","0.74","0.26","0.74","reviewed_customer_service_task_scoring_batch1"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs_04","0.76","0.72","0.32","0.74","reviewed_customer_service_task_scoring_batch1"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea_01","0.50","0.84","0.08","0.76","reviewed_exec_assistant_task_scoring_batch1"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea_02","0.62","0.78","0.18","0.74","reviewed_exec_assistant_task_scoring_batch1"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea_03","0.44","0.82","0.06","0.76","reviewed_exec_assistant_task_scoring_batch1"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea_04","0.54","0.80","0.10","0.74","reviewed_exec_assistant_task_scoring_batch1"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc_01","0.70","0.74","0.34","0.74","reviewed_office_clerk_task_scoring_batch1"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc_02","0.72","0.72","0.30","0.74","reviewed_office_clerk_task_scoring_batch1"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc_03","0.68","0.72","0.24","0.74","reviewed_office_clerk_task_scoring_batch1"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc_04","0.82","0.70","0.48","0.74","reviewed_office_clerk_task_scoring_batch1"
"occ_43_9111_00","task_occ_43_9111_00_jd_st_01","0.78","0.74","0.42","0.74","reviewed_statistical_assistant_task_scoring_batch1"
"occ_43_9111_00","task_occ_43_9111_00_jd_st_02","0.70","0.78","0.26","0.76","reviewed_statistical_assistant_task_scoring_batch1"
"occ_43_9111_00","task_occ_43_9111_00_jd_st_03","0.74","0.72","0.32","0.74","reviewed_statistical_assistant_task_scoring_batch1"
"occ_43_9111_00","task_occ_43_9111_00_jd_st_04","0.60","0.80","0.12","0.76","reviewed_statistical_assistant_task_scoring_batch1"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee2_01","0.68","0.74","0.16","0.74","reviewed_electrical_engineer_task_scoring_batch2"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee2_02","0.72","0.72","0.26","0.74","reviewed_electrical_engineer_task_scoring_batch2"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee2_03","0.50","0.72","0.08","0.74","reviewed_electrical_engineer_task_scoring_batch2"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee2_04","0.74","0.70","0.30","0.74","reviewed_electrical_engineer_task_scoring_batch2"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr2_01","0.56","0.80","0.08","0.76","reviewed_journalist_task_scoring_batch2"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr2_02","0.70","0.74","0.22","0.74","reviewed_journalist_task_scoring_batch2"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr2_03","0.62","0.74","0.14","0.74","reviewed_journalist_task_scoring_batch2"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr2_04","0.48","0.78","0.04","0.74","reviewed_journalist_task_scoring_batch2"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm2_01","0.86","0.72","0.58","0.74","reviewed_admin_assistant_task_scoring_batch2"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm2_02","0.68","0.74","0.22","0.74","reviewed_admin_assistant_task_scoring_batch2"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm2_03","0.62","0.76","0.14","0.74","reviewed_admin_assistant_task_scoring_batch2"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm2_04","0.70","0.72","0.24","0.74","reviewed_admin_assistant_task_scoring_batch2"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee_01","0.68","0.74","0.16","0.74","reviewed_electrical_engineer_task_scoring_batch1"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee_02","0.56","0.76","0.08","0.76","reviewed_electrical_engineer_task_scoring_batch1"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee_03","0.74","0.72","0.26","0.74","reviewed_electrical_engineer_task_scoring_batch1"
"occ_17_2072_00","task_occ_17_2072_00_jd_ee_04","0.72","0.70","0.28","0.74","reviewed_electrical_engineer_task_scoring_batch1"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr_01","0.58","0.80","0.10","0.76","reviewed_journalist_task_scoring_batch1"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr_02","0.72","0.78","0.30","0.76","reviewed_journalist_task_scoring_batch1"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr_03","0.62","0.74","0.16","0.74","reviewed_journalist_task_scoring_batch1"
"occ_27_3023_00","task_occ_27_3023_00_jd_jr_04","0.48","0.72","0.06","0.74","reviewed_journalist_task_scoring_batch1"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm_01","0.84","0.72","0.50","0.74","reviewed_admin_assistant_task_scoring_batch1"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm_02","0.86","0.70","0.58","0.74","reviewed_admin_assistant_task_scoring_batch1"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm_03","0.82","0.74","0.44","0.74","reviewed_admin_assistant_task_scoring_batch1"
"occ_43_6014_00","task_occ_43_6014_00_jd_adm_04","0.72","0.72","0.26","0.74","reviewed_admin_assistant_task_scoring_batch1"
"occ_27_3042_00","task_occ_27_3042_00_manual_tw_01","0.50","0.78","0.10","0.74","reviewed_technical_writer_manual_task_scoring"
"occ_27_3042_00","task_occ_27_3042_00_manual_tw_02","0.70","0.72","0.26","0.72","reviewed_technical_writer_manual_task_scoring"
"occ_27_3042_00","task_occ_27_3042_00_manual_tw_03","0.74","0.76","0.30","0.74","reviewed_technical_writer_manual_task_scoring"
"occ_27_3042_00","task_occ_27_3042_00_manual_tw_04","0.56","0.80","0.12","0.74","reviewed_technical_writer_manual_task_scoring"
"occ_27_3042_00","task_occ_27_3042_00_manual_tw_05","0.62","0.78","0.16","0.74","reviewed_technical_writer_manual_task_scoring"
"occ_27_3042_00","task_occ_27_3042_00_manual_tw_06","0.44","0.80","0.08","0.74","reviewed_technical_writer_manual_task_scoring"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_01","0.52","0.82","0.10","0.74","reviewed_market_research_manual_task_scoring"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_02","0.66","0.78","0.20","0.74","reviewed_market_research_manual_task_scoring"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_03","0.78","0.76","0.34","0.74","reviewed_market_research_manual_task_scoring"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_04","0.54","0.82","0.10","0.74","reviewed_market_research_manual_task_scoring"
"occ_43_4051_00","task_occ_43_4051_00_manual_cs_01","0.44","0.80","0.08","0.74","reviewed_customer_service_manual_task_scoring"
"occ_43_4051_00","task_occ_43_4051_00_manual_cs_02","0.62","0.74","0.20","0.72","reviewed_customer_service_manual_task_scoring"
"occ_43_4051_00","task_occ_43_4051_00_manual_cs_03","0.46","0.80","0.08","0.74","reviewed_customer_service_manual_task_scoring"
"occ_43_9111_00","task_occ_43_9111_00_manual_sa_01","0.72","0.74","0.32","0.74","reviewed_statistical_assistant_manual_task_scoring"
"occ_43_9111_00","task_occ_43_9111_00_manual_sa_02","0.64","0.76","0.22","0.74","reviewed_statistical_assistant_manual_task_scoring"
"occ_43_9111_00","task_occ_43_9111_00_manual_sa_03","0.48","0.78","0.10","0.74","reviewed_statistical_assistant_manual_task_scoring"
"occ_15_1252_00","task_occ_15_1252_00_manual_dev_01","0.42","0.82","0.08","0.74","reviewed_software_developer_manual_task_scoring"
"occ_15_1252_00","task_occ_15_1252_00_manual_dev_02","0.52","0.80","0.12","0.74","reviewed_software_developer_manual_task_scoring"
"occ_15_1252_00","task_occ_15_1252_00_manual_dev_03","0.40","0.78","0.06","0.74","reviewed_software_developer_manual_task_scoring"
"occ_11_3021_00","task_occ_11_3021_00_manual_itm_01","0.42","0.82","0.06","0.74","reviewed_it_manager_manual_task_scoring"
"occ_11_3021_00","task_occ_11_3021_00_manual_itm_02","0.36","0.84","0.04","0.74","reviewed_it_manager_manual_task_scoring"
"occ_11_3021_00","task_occ_11_3021_00_manual_itm_03","0.52","0.80","0.10","0.74","reviewed_it_manager_manual_task_scoring"
"occ_11_3031_00","task_occ_11_3031_00_manual_fm_01","0.40","0.84","0.04","0.74","reviewed_financial_manager_manual_task_scoring"
"occ_11_3031_00","task_occ_11_3031_00_manual_fm_02","0.48","0.82","0.08","0.74","reviewed_financial_manager_manual_task_scoring"
"occ_11_3031_00","task_occ_11_3031_00_manual_fm_03","0.34","0.84","0.04","0.74","reviewed_financial_manager_manual_task_scoring"
"occ_11_1021_00","task_occ_11_1021_00_manual_gm_01","0.38","0.84","0.04","0.74","reviewed_general_manager_manual_task_scoring"
"occ_11_1021_00","task_occ_11_1021_00_manual_gm_02","0.44","0.82","0.06","0.74","reviewed_general_manager_manual_task_scoring"
"occ_11_1021_00","task_occ_11_1021_00_manual_gm_03","0.34","0.84","0.04","0.74","reviewed_general_manager_manual_task_scoring"
"occ_15_2031_00","task_occ_15_2031_00_manual_or_01","0.56","0.82","0.12","0.74","reviewed_operations_research_manual_task_scoring"
"occ_15_2031_00","task_occ_15_2031_00_manual_or_02","0.62","0.80","0.16","0.74","reviewed_operations_research_manual_task_scoring"
"occ_15_2031_00","task_occ_15_2031_00_manual_or_03","0.42","0.82","0.06","0.74","reviewed_operations_research_manual_task_scoring"
"occ_11_2022_00","task_occ_11_2022_00_manual_sm_01","0.40","0.82","0.06","0.74","reviewed_sales_manager_manual_task_scoring"
"occ_11_2022_00","task_occ_11_2022_00_manual_sm_02","0.46","0.82","0.08","0.74","reviewed_sales_manager_manual_task_scoring"
"occ_11_2022_00","task_occ_11_2022_00_manual_sm_03","0.34","0.84","0.04","0.74","reviewed_sales_manager_manual_task_scoring"
"occ_13_1051_00","task_occ_13_1051_00_manual_est_01","0.54","0.80","0.12","0.74","reviewed_cost_estimator_manual_task_scoring"
"occ_13_1051_00","task_occ_13_1051_00_manual_est_02","0.42","0.82","0.08","0.74","reviewed_cost_estimator_manual_task_scoring"
"occ_13_1051_00","task_occ_13_1051_00_manual_est_03","0.46","0.82","0.08","0.74","reviewed_cost_estimator_manual_task_scoring"
"occ_15_1212_00","task_occ_15_1212_00_manual_isa_01","0.58","0.82","0.12","0.74","reviewed_info_security_manual_task_scoring"
"occ_15_1212_00","task_occ_15_1212_00_manual_isa_02","0.50","0.80","0.08","0.72","reviewed_info_security_manual_task_scoring"
"occ_15_1212_00","task_occ_15_1212_00_manual_isa_03","0.44","0.82","0.06","0.74","reviewed_info_security_manual_task_scoring"
"occ_27_3031_00","task_occ_27_3031_00_manual_pr_01","0.46","0.80","0.08","0.74","reviewed_public_relations_manual_task_scoring"
"occ_27_3031_00","task_occ_27_3031_00_manual_pr_02","0.58","0.80","0.14","0.74","reviewed_public_relations_manual_task_scoring"
"occ_27_3031_00","task_occ_27_3031_00_manual_pr_03","0.44","0.78","0.08","0.72","reviewed_public_relations_manual_task_scoring"
