"occupation_id","task_cluster_id","exposure_score","augmentation_likelihood","partial_automation_likelihood","high_automation_likelihood","evidence_confidence","primary_sources","notes"
"occ_27_3023_00","cluster_analysis","0.09","0.10","0.12","0.04","0.48","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3023_00","cluster_client_interaction","0.59","0.66","0.16","0.04","0.51","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3023_00","cluster_coordination","0.18","0.22","0.47","0.39","0.63","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3023_00","cluster_documentation","0.13","0.24","0.58","0.50","0.67","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3023_00","cluster_drafting","0.15","0.29","0.35","0.27","0.61","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3023_00","cluster_oversight_strategy","0.57","0.66","0.14","0.02","0.46","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3023_00","cluster_qa_review","0.21","0.19","0.42","0.34","0.68","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3023_00","cluster_relationship_management","0.53","0.64","0.12","0.02","0.47","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3023_00","cluster_research_synthesis","0.07","0.10","0.08","0.02","0.49","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3023_00","cluster_workflow_admin","0.16","0.38","0.29","0.21","0.61","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3031_00","cluster_client_interaction","0.01","0.04","0.02","0.02","0.05","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3031_00","cluster_coordination","0.24","0.17","0.78","0.70","0.71","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3031_00","cluster_documentation","0.04","0.09","0.05","0.02","0.11","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3031_00","cluster_drafting","0.23","0.59","0.26","0.18","0.71","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3031_00","cluster_oversight_strategy","0.21","0.19","0.11","0.03","0.61","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3031_00","cluster_qa_review","0.67","0.70","0.31","0.19","0.47","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3031_00","cluster_relationship_management","0.51","0.66","0.10","0.02","0.56","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3031_00","cluster_research_synthesis","0.75","0.62","0.34","0.22","0.52","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3031_00","cluster_workflow_admin","0.23","0.17","0.74","0.66","0.71","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3041_00","cluster_analysis","0.03","0.08","0.04","0.02","0.11","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3041_00","cluster_client_interaction","0.62","0.67","0.28","0.16","0.45","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3041_00","cluster_coordination","0.66","0.69","0.32","0.20","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3041_00","cluster_decision_support","0.20","0.65","0.34","0.26","0.73","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3041_00","cluster_documentation","0.78","0.57","0.52","0.40","0.52","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3041_00","cluster_drafting","0.44","0.58","0.41","0.33","0.84","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3041_00","cluster_oversight_strategy","0.16","0.10","0.45","0.36","0.57","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3041_00","cluster_qa_review","0.00","0.02","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3041_00","cluster_research_synthesis","0.80","0.61","0.48","0.36","0.55","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3041_00","cluster_workflow_admin","0.10","0.14","0.24","0.16","0.54","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3042_00","cluster_analysis","0.00","0.01","0.00","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3042_00","cluster_client_interaction","0.62","0.67","0.28","0.16","0.45","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3042_00","cluster_coordination","0.66","0.69","0.32","0.20","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3042_00","cluster_decision_support","0.00","0.02","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3042_00","cluster_documentation","0.10","0.20","0.12","0.04","0.50","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3042_00","cluster_drafting","0.21","0.37","0.28","0.20","0.53","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3042_00","cluster_oversight_strategy","0.60","0.67","0.26","0.14","0.47","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3042_00","cluster_qa_review","0.72","0.69","0.45","0.33","0.55","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3042_00","cluster_research_synthesis","0.80","0.61","0.48","0.36","0.55","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3042_00","cluster_workflow_admin","0.21","0.24","0.12","0.04","0.65","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3043_00","cluster_analysis","0.10","0.10","0.12","0.04","0.49","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3043_00","cluster_client_interaction","0.19","0.32","0.21","0.13","0.62","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3043_00","cluster_coordination","0.20","0.50","0.50","0.42","0.72","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3043_00","cluster_documentation","0.77","0.61","0.41","0.29","0.46","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3043_00","cluster_drafting","0.01","0.04","0.02","0.02","0.04","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3043_00","cluster_oversight_strategy","0.59","0.71","0.15","0.03","0.47","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_27_3043_00","cluster_qa_review","0.23","0.10","0.72","0.64","0.66","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3043_00","cluster_research_synthesis","0.23","0.16","0.70","0.62","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_27_3043_00","cluster_workflow_admin","0.23","0.19","0.67","0.59","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3011_00","cluster_client_interaction","0.23","0.38","0.49","0.41","0.70","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3011_00","cluster_coordination","0.24","0.19","0.77","0.69","0.70","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3011_00","cluster_decision_support","0.25","0.65","0.40","0.32","0.74","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3011_00","cluster_documentation","0.61","0.47","0.32","0.20","0.46","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3011_00","cluster_drafting","0.23","0.14","0.43","0.35","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3011_00","cluster_execution_routine","0.22","0.15","0.65","0.57","0.73","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3011_00","cluster_relationship_management","0.39","0.55","0.04","0.02","0.58","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3011_00","cluster_research_synthesis","0.63","0.51","0.28","0.16","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3011_00","cluster_workflow_admin","0.23","0.10","0.80","0.72","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3021_00","cluster_analysis","0.17","0.49","0.30","0.22","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3021_00","cluster_client_interaction","0.16","0.79","0.13","0.05","0.70","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3021_00","cluster_coordination","0.49","0.59","0.12","0.02","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3021_00","cluster_decision_support","0.18","0.21","0.55","0.47","0.68","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3021_00","cluster_documentation","0.61","0.47","0.32","0.20","0.46","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3021_00","cluster_drafting","0.23","0.19","0.12","0.04","0.63","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3021_00","cluster_execution_routine","0.08","0.10","0.09","0.02","0.43","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3021_00","cluster_relationship_management","0.24","0.10","0.09","0.02","0.64","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3021_00","cluster_research_synthesis","0.63","0.51","0.28","0.16","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3021_00","cluster_workflow_admin","0.65","0.45","0.36","0.24","0.47","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3031_00","cluster_analysis","0.00","0.00","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3031_00","cluster_client_interaction","0.19","0.37","0.50","0.42","0.70","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3031_00","cluster_coordination","0.49","0.59","0.12","0.02","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3031_00","cluster_decision_support","0.51","0.61","0.14","0.02","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3031_00","cluster_documentation","0.17","0.16","0.63","0.55","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3031_00","cluster_drafting","0.20","0.16","0.69","0.61","0.70","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3031_00","cluster_execution_routine","0.21","0.10","0.67","0.59","0.67","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3031_00","cluster_qa_review","0.00","0.01","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3031_00","cluster_relationship_management","0.39","0.55","0.04","0.02","0.58","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3031_00","cluster_research_synthesis","0.63","0.51","0.28","0.16","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3031_00","cluster_workflow_admin","0.09","0.14","0.37","0.29","0.57","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3091_00","cluster_client_interaction","0.01","0.01","0.02","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3091_00","cluster_coordination","0.49","0.59","0.12","0.02","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3091_00","cluster_decision_support","0.51","0.61","0.14","0.02","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3091_00","cluster_documentation","0.61","0.47","0.32","0.20","0.46","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3091_00","cluster_relationship_management","0.00","0.00","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_3091_00","cluster_research_synthesis","0.63","0.51","0.28","0.16","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_3091_00","cluster_workflow_admin","0.65","0.45","0.36","0.24","0.47","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_4011_00","cluster_client_interaction","0.18","0.31","0.60","0.52","0.70","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_4011_00","cluster_coordination","0.49","0.59","0.12","0.02","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_4011_00","cluster_decision_support","0.51","0.61","0.14","0.02","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_4011_00","cluster_documentation","0.01","0.03","0.03","0.02","0.06","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_4011_00","cluster_drafting","0.23","0.20","0.73","0.65","0.73","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_4011_00","cluster_relationship_management","0.00","0.00","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_41_4011_00","cluster_research_synthesis","0.63","0.51","0.28","0.16","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_41_4011_00","cluster_workflow_admin","0.14","0.17","0.55","0.47","0.64","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_analysis","0.24","0.59","0.09","0.02","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_client_interaction","0.00","0.01","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_coordination","0.00","0.00","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_decision_support","0.24","0.72","0.29","0.21","0.75","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_documentation","0.72","0.50","0.57","0.45","0.54","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_1011_00","cluster_drafting","0.20","0.30","0.11","0.03","0.61","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_execution_routine","0.21","0.18","0.42","0.34","0.67","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_qa_review","0.66","0.62","0.50","0.38","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_1011_00","cluster_relationship_management","0.21","0.67","0.55","0.47","0.72","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_research_synthesis","0.20","0.60","0.35","0.27","0.73","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_1011_00","cluster_workflow_admin","0.19","0.36","0.33","0.25","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3021_00","cluster_analysis","0.79","0.54","0.51","0.39","0.59","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_3021_00","cluster_client_interaction","0.00","0.00","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3021_00","cluster_decision_support","0.65","0.62","0.36","0.24","0.55","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_3021_00","cluster_documentation","0.10","0.11","0.13","0.05","0.44","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3021_00","cluster_execution_routine","0.09","0.10","0.10","0.02","0.43","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3021_00","cluster_qa_review","0.00","0.01","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3021_00","cluster_workflow_admin","0.07","0.10","0.57","0.49","0.54","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3031_00","cluster_analysis","0.21","0.15","0.52","0.44","0.71","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3031_00","cluster_client_interaction","0.59","0.58","0.30","0.18","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_3031_00","cluster_decision_support","0.08","0.21","0.09","0.02","0.50","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3031_00","cluster_documentation","0.22","0.13","0.68","0.60","0.72","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3031_00","cluster_execution_routine","0.11","0.13","0.20","0.12","0.52","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3031_00","cluster_qa_review","0.00","0.01","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_3031_00","cluster_workflow_admin","0.19","0.16","0.45","0.37","0.68","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4031_00","cluster_client_interaction","0.48","0.51","0.16","0.04","0.49","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4031_00","cluster_coordination","0.21","0.10","0.73","0.65","0.69","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4031_00","cluster_decision_support","0.54","0.55","0.22","0.10","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4031_00","cluster_documentation","0.20","0.21","0.34","0.26","0.67","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4031_00","cluster_drafting","0.00","0.01","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4031_00","cluster_qa_review","0.24","0.20","0.69","0.61","0.72","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4031_00","cluster_relationship_management","0.42","0.49","0.12","0.02","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4031_00","cluster_research_synthesis","0.66","0.45","0.36","0.24","0.57","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4031_00","cluster_workflow_admin","0.09","0.40","0.24","0.16","0.59","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4051_00","cluster_client_interaction","0.10","0.12","0.22","0.14","0.32","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4051_00","cluster_coordination","0.55","0.66","0.25","0.13","0.56","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4051_00","cluster_decision_support","0.57","0.68","0.27","0.15","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4051_00","cluster_documentation","0.16","0.18","0.59","0.51","0.63","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4051_00","cluster_execution_routine","0.75","0.46","0.53","0.41","0.58","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4051_00","cluster_qa_review","0.15","0.66","0.27","0.19","0.70","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4051_00","cluster_workflow_admin","0.22","0.19","0.70","0.62","0.74","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4131_00","cluster_analysis","0.79","0.54","0.51","0.39","0.59","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4131_00","cluster_client_interaction","0.59","0.58","0.30","0.18","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4131_00","cluster_coordination","0.07","0.21","0.08","0.02","0.48","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4131_00","cluster_decision_support","0.65","0.62","0.36","0.24","0.55","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4131_00","cluster_documentation","0.19","0.22","0.74","0.66","0.71","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4131_00","cluster_execution_routine","0.83","0.40","0.62","0.50","0.58","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4131_00","cluster_qa_review","0.07","0.19","0.38","0.30","0.61","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4131_00","cluster_workflow_admin","0.00","0.00","0.01","0.02","0.01","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4171_00","cluster_client_interaction","0.18","0.16","0.55","0.47","0.68","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4171_00","cluster_coordination","0.19","0.48","0.49","0.41","0.68","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4171_00","cluster_documentation","0.12","0.15","0.26","0.18","0.58","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4171_00","cluster_execution_routine","0.06","0.18","0.57","0.49","0.59","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_4171_00","cluster_qa_review","0.66","0.62","0.50","0.38","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_4171_00","cluster_workflow_admin","0.21","0.18","0.56","0.48","0.68","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6011_00","cluster_client_interaction","0.56","0.60","0.33","0.21","0.49","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_6011_00","cluster_coordination","0.60","0.62","0.37","0.25","0.56","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_6011_00","cluster_documentation","0.23","0.12","0.68","0.60","0.73","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6011_00","cluster_drafting","0.02","0.04","0.03","0.02","0.06","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6011_00","cluster_execution_routine","0.80","0.42","0.65","0.53","0.58","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_6011_00","cluster_oversight_strategy","0.09","0.18","0.10","0.02","0.49","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6011_00","cluster_qa_review","0.00","0.01","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6011_00","cluster_research_synthesis","0.01","0.02","0.02","0.02","0.03","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6011_00","cluster_workflow_admin","0.23","0.36","0.54","0.46","0.72","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6014_00","cluster_client_interaction","0.01","0.01","0.03","0.02","0.03","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6014_00","cluster_coordination","0.60","0.62","0.37","0.25","0.56","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_6014_00","cluster_documentation","0.07","0.11","0.07","0.02","0.50","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6014_00","cluster_drafting","0.06","0.10","0.10","0.02","0.17","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6014_00","cluster_execution_routine","0.24","0.17","0.66","0.58","0.74","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6014_00","cluster_oversight_strategy","0.00","0.01","0.01","0.02","0.02","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_6014_00","cluster_qa_review","0.66","0.62","0.50","0.38","0.50","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_6014_00","cluster_workflow_admin","0.06","0.08","0.16","0.08","0.23","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9041_00","cluster_client_interaction","0.16","0.19","0.54","0.46","0.64","src_anthropic_ei_2026_01_15|src_onet_30_1","anthropic_normalized|mode=release_2026_01_15"
"occ_43_9041_00","cluster_coordination","0.55","0.66","0.25","0.13","0.56","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
"occ_43_9041_00","cluster_decision_support","0.57","0.68","0.27","0.15","0.48","src_onet_30_1|src_internal_stub_2026_03","launch_stub_generated"
